num,hex
0,0000000000000000
1,3810101010103800
2,7c28282828287c00
3,fe5454545454fe00
4,f65454544848e800
5,ee44442828101000
6,de54545424242e00
7,beb4b4b454545e00
8,bebcbcbc5c5c5e00
9,fe5454485454f600
10,ee4428102844ee00
