num,hex
0,0038444444380000
1,2020100844443800
2,2018040478300c00
3,008c929282443800
4,3844281028443800
5,30509c8488443c00
6,3010109e82423c00
7,3048483808080c00
8,c040427648483000
9,40700c02324a4c00
